Publishing_Year;Book_Name;Author;Language_Code;Author_Rating;Average_Rating;Rating_Count;Gross_Sales_EUR;Publisher;Adapted_to_Film;Genre
1999;The Girl Who Loved Tom Gordon;Stephen King;en;Intermediate;Mrz 56;95768;1346760.0;Amazon Digital Services,  Inc,;0.0;Thriller
2011; A Monster Calls ;Patrick Ness, Jim Kay, Siobhan Dowd;en;Excellent;Apr 36;104579;1842.45;Random;1.0;Young Adult
2010;Towers of Midnight;Robert Jordan, Brandon Sanderson;en;Famous;Apr 42;91383;344270.0;Amazon Digital Services,  Inc,;0.0;Fantasy
1971;The Day of the Jackal;Frederick Forsyth;en;Excellent;Apr 25;85883;171.27;Amazon Digital Services,  Inc,;1.0;Thriller
2010;Rework;Jason Fried, David Heinemeier Hansson;en;Intermediate;Mrz 93;88626;517270.0;Simon and Schuster Digital Sales Inc;0.0;Nonfiction
2011;Attachments;Rainbow Rowell;en;Intermediate;Mrz 95;105414;170280.0;Amazon Digital Services,  Inc,;0.0;Romance
2005;The Twilight Saga;Stephenie Meyer, Ilyana Kadushin, Matt Walters;en;Intermediate;Mrz 88;89204;1632280.0;Penguin;1.0;Young Adult
2012;Tell the Wolves I'm Home;Carol Rifka Brunt;en;Excellent;04. Apr;85582;340.29;Amazon Digital Services,  Inc,;0.0;Historical Fiction
1972;All Creatures Great And Small;James Herriot;en;Excellent;Apr 31;64779;1024.29;Amazon Digital Services,  Inc,;1.0;Nonfiction
2011;The Unbecoming of Mara Dyer;Michelle Hodkin;en;Excellent;04. Sep;83847;1879290.0;Macmillan;0.0;Nonfiction
1997;Three to Get Deadly;Janet Evanovich;en;Excellent;Apr 14;113400;1109790.0;Hachette;0.0;Historical Fiction
1971;The Monster at the End of This Book;Jon Stone, Michael J, Smollin;en;Famous;Apr 45;102184;340.29;Amazon Digital Services,  Inc,;0.0;Biography
1972;Tales of a Fourth Grade Nothing;Judy Blume;en;Excellent;04. Sep;106435;508.3;Penguin;0.0;Biography
2012;Shadow and Bone;Leigh Bardugo;en;Excellent;04. Mai;135225;678.3;Amazon Digital Services,  Inc,;1.0;Young Adult
2009;Het diner;Herman Koch, Sam Garrett;en;Novice;Mrz 22;74979;848.3;Amazon Digital Services,  Inc,;0.0;Horror
2013;Champion;Marie Lu;en;Excellent;Apr 37;114623;1688310.0;Simon and Schuster Digital Sales Inc;0.0;Historical Fiction
1985;Contact;Carl Sagan;en;Excellent;04. Nov;90917;1350310.0;Random;1.0;Children’s
2011;Lola and the Boy Next Door;Stephanie Perkins;en;Intermediate;4.0;108370;674310.0;Amazon Digital Services,  Inc,;0.0;Children’s
1999;White Teeth;Zadie Smith;en;Intermediate;Mrz 75;82474;167310.0;Amazon Digital Services,  Inc,;0.0;Young Adult
2012;American Sniper: The Autobiography of the Most Lethal Sniper in U,S, Military History;Chris Kyle, Scott McEwen, Jim DeFelice;en;Intermediate;Mrz 97;61422;2153060.0;Macmillan;1.0;Historical Fiction
2004;My Horizontal Life: A Collection of One-Night Stands;Chelsea Handler;en;Intermediate;Mrz 79;83607;1294540.0;Simon and Schuster Digital Sales Inc;0.0;Dystopian
2011;The Power of Six;Pittacus Lore;en;Excellent;Apr 17;97938;1843790.0;Macmillan;0.0;Nonfiction
2013;The Interestings;Meg Wolitzer;en;Intermediate;Mrz 54;76566;1342320.0;Harper;0.0;Young Adult
1988;The Essential Calvin and Hobbes: A Calvin and Hobbes Treasury;Bill Watterson;en;Famous;Apr 65;93001;166.32;Amazon Digital Services,  Inc,;0.0;Historical Fiction
2008;People of the Book;Geraldine Brooks;en;Intermediate;4.0;95796;1291920.0;Penguin;0.0;Memoir
2012;The Secret Keeper;Kate Morton;en;Excellent;Apr 13;89460;332330.0;Harper;0.0;Memoir
1984;So Long, and Thanks for All the Fish;Douglas Adams;en;Excellent;04. Aug;93774;1985630.0;Harper;1.0;Historical Fiction
1927;Der Steppenwolf;Hermann Hesse, Basil Creighton;en;Excellent;04. Nov;205807;833330.0;Amazon Digital Services,  Inc,;0.0;Science Fiction
2001;The Surgeon;Tess Gerritsen;en;Excellent;04. Jan;89468;1835330.0;Random;1.0;Philosophy
2012;The Girl You Left Behind;Jojo Moyes;en;Intermediate;Mrz 95;80991;1152040.0;Random;0.0;Thriller
1996;Royal Assassin;Robin Hobb;en;Excellent;Apr 21;82608;164.34;Amazon Digital Services,  Inc,;0.0;Fantasy
1953;Childhood's End;Arthur C, Clarke;en;Excellent;04. Sep;87141;1226.74;Amazon Digital Services,  Inc,;1.0;Science Fiction
2004; The Tale of Despereaux;Kate DiCamillo, Timothy Basil Ering;en;Intermediate;4.0;113066;1153.35;Penguin;1.0;Children’s
2007;Animal, Vegetable, Miracle: A Year of Food Life;Barbara Kingsolver, Steven L, Hopp, Camille Kingsolver, Richard A, Houser;en;Excellent;04. Mrz;83881;823.35;Amazon Digital Services,  Inc,;0.0;Nonfiction
2014;Heir of Fire;Sarah J, Maas;en;Famous;Apr 53;123843;163.35;Hachette;0.0;Fantasy
1994;The Eye of the World;Robert Jordan;en;Excellent;04. Jan;91046;823.35;Hachette;1.0;Fantasy
2009;The Sweetness at the Bottom of the Pie;Alan Bradley;en;Intermediate;Mrz 81;99841;1757.25;Penguin;0.0;Mystery
2003;Blue Like Jazz: Nonreligious Thoughts on Christian Spirituality;Donald Miller;en;Intermediate;Mrz 92;82090;162.36;Amazon Digital Services,  Inc,;0.0;Nonfiction
2005;A Breath of Snow and Ashes;Diana Gabaldon;en;Famous;Apr 43;87098;1746.6;Penguin;0.0;Historical Fiction
2014;The Blood of Olympus;Rick Riordan;en;Famous;Apr 41;110719;162360.0;Amazon Digital Services,  Inc,;0.0;Fantasy
2016;Truly Madly Guilty;Liane Moriarty;en;Intermediate;Mrz 55;90477;162.36;Amazon Digital Services,  Inc,;0.0;Romance
2012;Saga, Volume One;Brian K, Vaughan, Fiona Staples;en;Excellent;Apr 25;131906;162360.0;Amazon Digital Services,  Inc,;0.0;Graphic Novel
2011;The Art of Fielding;Chad Harbach;en;Intermediate;Mrz 99;81712;324370.0;Amazon Digital Services,  Inc,;0.0;Historical Fiction
1964;A Moveable Feast;Ernest Hemingway;en;Excellent;04. Apr;69992;813370.0;Penguin;1.0;Memoir
2006;Fablehaven;Brandon Mull;en;Excellent;04. Aug;99390;1470260.0;Random;1.0;Adventure
2000;The Wide Window;Lemony Snicket, Brett Helquist;en;Intermediate;Mrz 91;118624;161370.0;Amazon Digital Services,  Inc,;1.0;Children’s
2001;Grave Peril;Jim Butcher;en;Excellent;Apr 18;97736;322380.0;Amazon Digital Services,  Inc,;1.0;Fantasy
2007;Einstein, His Life and Universe;Walter Isaacson;en;Excellent;04. Aug;71156;322380.0;Amazon Digital Services,  Inc,;0.0;Biography
2011;Effortless;S,C, Stephens;en;Excellent;Apr 37;83085;160380.0;Amazon Digital Services,  Inc,;0.0;Romance
1998;The Street Lawyer;John Grisham;en;Intermediate;Mrz 81;80577;320390.0;Random;0.0;Thriller
1976;Roll of Thunder, Hear My Cry;Mildred D, Taylor;en;Intermediate;Mrz 79;92980;642390.0;Hachette;1.0;Historical Fiction
2009;Pride and Prejudice and Zombies;Seth Grahame-Smith, Jane Austen;en;Novice;Mrz 28;103995;615020.0;Amazon Digital Services,  Inc,;1.0;Horror
2013;Lets Explore Diabetes with Owls;David Sedaris;en;Intermediate;03. Aug;81616;478.4;Macmillan;0.0;Satire
1987;Dirk Gently's Holistic Detective Agency;Douglas Adams;en;Intermediate;Mrz 97;89569;478.4;Amazon Digital Services,  Inc,;1.0;Nonfiction
2008;Rodrick Rules;Jeff Kinney;en;Excellent;04. Jan;91831;478.4;Amazon Digital Services,  Inc,;0.0;Children’s
2015;Why Not Me?;Mindy Kaling;en;Intermediate;Mrz 89;74199;1598.4;Random;0.0;Memoir
2014;Four: A Divergent Collection;Veronica Roth;en;Excellent;04. Jan;97058;475.41;Amazon Digital Services,  Inc,;0.0;Dystopian
2015;Modern Romance;Aziz Ansari, Eric Klinenberg;en;Intermediate;Mrz 85;94231;157.41;Amazon Digital Services,  Inc,;0.0;Nonfiction
2012;The One and Only Ivan;Katherine Applegate, Patricia Castelao;en;Excellent;Apr 24;85136;475.41;Amazon Digital Services,  Inc,;1.0;Children’s
1997;The Perfect Storm: A True Story of Men Against the Sea;Sebastian Junger;en;Excellent;04. Jul;45382;634410.0;Hachette;1.0;Adventure
2005;Elantris;Brandon Sanderson;en;Excellent;Apr 17;95950;314420.0;Simon and Schuster Digital Sales Inc;0.0;Fantasy
2008;The Knife of Never Letting Go;Patrick Ness;en;Intermediate;Mrz 96;99638;1136020.0;Amazon Digital Services,  Inc,;1.0;Dystopian
1998;One Thousand White Women: The Journals of May Dodd;Jim Fergus;en;Intermediate;Mrz 88;84367;472420.0;Amazon Digital Services,  Inc,;0.0;Science Fiction
2009;Handle with Care;Jodi Picoult;en;Intermediate;Mrz 96;90138;1420420.0;Harper;0.0;Fiction
2004;Song of Susannah;Stephen King, Darrel Anderson;en;Intermediate;Mrz 98;84957;469.43;Amazon Digital Services,  Inc,;0.0;Fantasy
2012;Reached;Ally Condie;en;Intermediate;Mrz 56;109290;155.43;Amazon Digital Services,  Inc,;0.0;Dystopian
1981;Midnight's Children;Salman Rushdie;en;Intermediate;Mrz 99;75502;1474230.0;Amazon Digital Services,  Inc,;1.0;Romance
2004;The Zombie Survival Guide: Complete Protection from the Living Dead;Max Brooks;en;Intermediate;Mrz 86;82535;154.44;Amazon Digital Services,  Inc,;0.0;Nonfiction
1999;The Testament;John Grisham;en;Intermediate;Mrz 83;80377;778440.0;Random;0.0;Thriller
1930;Murder at the Vicarage;Agatha Christie;en;Excellent;04. Mrz;93963;669240.0;Harper;1.0;Mystery
1998;Among the Hidden ;Margaret Peterson Haddix;en;Intermediate;Mrz 97;94478;2106.45;Harper;0.0;Science Fiction
2007;In Defense of Food: An Eater's Manifesto;Michael Pollan;en;Excellent;04. Jul;80434;618.45;Amazon Digital Services,  Inc,;0.0;Nonfiction
1958;The Witch of Blackbird Pond;Elizabeth George Speare;en;Intermediate;Mrz 97;105770;1230460.0;Penguin;0.0;Historical Fiction
2015;The Heir;Kiera Cass;en;Intermediate;Mrz 85;111044;614.46;Amazon Digital Services,  Inc,;0.0;Dystopian
2002;Shopaholic Ties the Knot;Sophie Kinsella;en;Intermediate;Mrz 77;88139;460.46;Amazon Digital Services,  Inc,;0.0;Romance
2015;Career of Evil;Robert Galbraith, J,K, Rowling;en;Excellent;Apr 21;66979;1167320.0;Penguin;1.0;Thriller
2009;The Summer I Turned Pretty;Jenny Han;en;Intermediate;Mrz 96;104730;610.47;Amazon Digital Services,  Inc,;1.0;Romance
1998;Four to Score ;Janet Evanovich;en;Excellent;Apr 17;106871;151470.0;Amazon Digital Services,  Inc,;0.0;Horror
1996;The Color of Water: A Black Man's Tribute to His White Mother;James McBride;en;Excellent;04. Jun;80906;151.47;Amazon Digital Services,  Inc,;0.0;Memoir
2009;SuperFreakonomics: Global Cooling, Patriotic Prostitutes, and Why Suicide Bombers Should Buy Life Insurance;Steven D, Levitt, Stephen J, Dubner;en;Intermediate;Mrz 95;85006;1176570.0;Penguin;0.0;Nonfiction
2006;Darkfever;Karen Marie Moning;en;Excellent;Apr 14;110812;1618.8;Penguin;0.0;Fantasy
1995;Stone of Tears;Terry Goodkind;en;Excellent;04. Jan;83235;1111120.0;Penguin;0.0;Fantasy
2010;Heart of the Matter;Emily Giffin;en;Intermediate;Mrz 73;83461;910480.0;Simon and Schuster Digital Sales Inc;0.0;Romance
1959;The Sirens of Titan;Kurt Vonnegut Jr,;en;Excellent;Apr 16;72493;151.0;Amazon Digital Services,  Inc,;0.0;Science Fiction
1992;Dolores Claiborne;Stephen King, Dominique Dill;fr;Intermediate;Mrz 81;71053;661380.0;Amazon Digital Services,  Inc,;1.0;Thriller
2016;The Nest;Cynthia D'Aprix Sweeney;en;Novice;Mrz 45;79762;1508490.0;Amazon Digital Services,  Inc,;0.0;Graphic Novel
2001;Fables, Volume 1: Legends in Exile;Bill Willingham, Lan Medina, Steve Leialoha, Craig Hamilton, James Jean;en;Intermediate;Mrz 99;101016;1125.0;Penguin;0.0;Graphic Novel
2001;Getting Things Done: How To Achieve Stress-free Productivity;David    Allen;en;Intermediate;Mrz 98;75665;598.5;Amazon Digital Services,  Inc,;0.0;Politics
1993;The Celestine Prophecy;James Redfield;en;Intermediate;03. Jun;72675;594510.0;Penguin;1.0;Nonfiction
2012;My Life Next Door ;Huntley Fitzpatrick;en;Excellent;04. Feb;102012;594510.0;Simon and Schuster Digital Sales Inc;0.0;Young Adult
2012;Winter of the World;Ken Follett;en;Excellent;Apr 29;71971;1488510.0;Harper;0.0;Historical Fiction
1999;Lucky;Alice Sebold;en;Intermediate;Mrz 77;77462;1427420.0;Amazon Digital Services,  Inc,;0.0;Memoir
1927;To The Lighthouse ;Virginia Woolf;en;Intermediate;Mrz 76;83066;1144040.0;Macmillan;1.0;Historical Fiction
2004;Five Point Someone: What Not to Do at IIT;Chetan Bhagat;en;Novice;Mrz 43;67438;146.52;Amazon Digital Services,  Inc,;0.0;Young Adult
1993;Guilty Pleasures;Laurell K, Hamilton;en;Excellent;04. Feb;104252;442.52;Amazon Digital Services,  Inc,;0.0;Fantasy
2002;The Messenger;Markus Zusak;en;Excellent;04. Sep;93119;145530.0;Amazon Digital Services,  Inc,;0.0;Historical Fiction
1987;Equal Rites;Terry Pratchett;en;Intermediate;4.0;88673;145.53;Amazon Digital Services,  Inc,;0.0;Horror
2000;House of Leaves;Mark Z, Danielewski;en;Excellent;Apr 13;75469;439.53;Amazon Digital Services,  Inc,;0.0;Thriller
1993;Cruel & Unusual;Patricia Cornwell;nl;Excellent;04. Nov;83695;439530.0;Amazon Digital Services,  Inc,;0.0;Thriller
2013;Sycamore Row;John Grisham;en;Intermediate;Mrz 98;56315;1074570.0;Penguin;0.0;Fantasy
2011;Awakened;P,C, Cast, Kristin Cast;en;Excellent;04. Feb;101234;675980.0;Hachette;0.0;Historical Fiction
2006;Life As We Knew It;Susan Beth Pfeffer;en;Intermediate;Mrz 89;94282;1097920.0;Amazon Digital Services,  Inc,;0.0;Satire
2004;America (The Book): A Citizen's Guide to Democracy Inaction;Jon Stewart, Ben Karlin, David Javerbaum, Rich Bloomquist, Steve Bodow, Tim Carvell, Eric Drysdale, J,R, Havlan, Scott Jacobson, Tom Johnson, Rob Kutner, Chris Regan, Jason Reich, Jason Ross, Stephen Colbert, Samantha Bee, Rob Corddry, Brendan Hay, Ed Helms;en;Excellent;04. Feb;74511;1166540.0;Random;0.0;Memoir
2004;90 Minutes in Heaven;Don Piper, Cecil Murphey;en;Intermediate;Mrz 91;67937;1251220.0;Amazon Digital Services,  Inc,;1.0;Romance
2012;The Longest Ride;Nicholas Sparks;en;Excellent;Apr 14;71276;144.54;Amazon Digital Services,  Inc,;1.0;Romance
1979;Kane and Abel;Jeffrey Archer;en;Excellent;Apr 27;74052;723.55;Amazon Digital Services,  Inc,;0.0;Historical Fiction
2008;Change of Heart;Jodi Picoult;en;Intermediate;Mrz 91;86471;990.35;Simon and Schuster Digital Sales Inc;0.0;Fiction
2003;Dry: A Memoir;Augusten Burroughs;en;Excellent;04. Jan;70550;1448.55;Amazon Digital Services,  Inc,;0.0;Nonfiction
2001;Sam's Letters To Jennifer;James Patterson;en;Excellent;Apr 15;77538;868.55;Hachette;0.0;Science Fiction
1969;Dune Messiah ;Frank Herbert;en;Intermediate;Mrz 86;82580;570.57;Amazon Digital Services,  Inc,;1.0;Science Fiction
1945;The Great Divorce;C,S, Lewis;en;Excellent;Apr 28;75031;1428570.0;Penguin;0.0;Fantasy
2004;Little Earthquakes;Jennifer Weiner;en;Intermediate;Mrz 76;77592;1072.5;Random;0.0;Nonfiction
2009;New Moon: The Complete Illustrated Movie Companion;Mark Cotta Vaz;en;Excellent;Apr 34;82399;1560580.0;Penguin;1.0;Fantasy
2014;Maybe Someday;Colleen Hoover;en;Excellent;Apr 33;81707;969860.0;Random;0.0;Romance
1999;Mr Maybe;Jane Green;en;Novice;Mrz 41;78132;562.59;Amazon Digital Services,  Inc,;0.0;Nonfiction
2011;A Stolen Life;Jaycee Dugard;en;Intermediate;Mrz 89;72713;558.6;Amazon Digital Services,  Inc,;0.0;Memoir
2010;The Immortals of Meluha;Amish Tripathi;en;Intermediate;4.0;62784;418.6;Amazon Digital Services,  Inc,;0.0;Historical Fiction
1995;The Lost World;Michael Crichton;en;Intermediate;Mrz 72;83389;1398.6;Amazon Digital Services,  Inc,;1.0;Science Fiction
2013;Requiem;Lauren Oliver;en;Intermediate;Mrz 74;100593;698.6;Amazon Digital Services,  Inc,;0.0;Young Adult
1996;A Crown of Swords;Robert Jordan;en;Intermediate;4.0;86421;137.61;Amazon Digital Services,  Inc,;0.0;Fantasy
1985;Blood Meridian: Or the Evening Redness in the West;Cormac McCarthy;en;Excellent;Apr 18;71095;725880.0;Penguin;0.0;Historical Fiction
2012;Finale;Becca Fitzpatrick;en;Excellent;Apr 22;107569;1516620.0;Penguin;0.0;Young Adult
1985;Skeleton Crew;Stephen King;en;Intermediate;Mrz 93;82320;957720.0;Random;0.0;Horror
2002;Lullaby;Chuck Palahniuk;en;Intermediate;Mrz 73;66713;1094630.0;Hachette;0.0;Thriller
2009;Two States;Chetan Bhagat;en;Intermediate;Mrz 42;67866;836.4;Amazon Digital Services,  Inc,;0.0;Romance
2002;Summer Knight;Jim Butcher;en;Excellent;04. Mrz;91012;542.64;Amazon Digital Services,  Inc,;1.0;Fantasy
1968;Dragonflight;Anne McCaffrey, Teodor PanasiÃâski;en;Excellent;04. Jan;95378;133.65;Amazon Digital Services,  Inc,;1.0;Science Fiction
2007;The History of the Hobbit, Part One: Mr, Baggins;John D, Rateliff, J,R,R, Tolkien;en;Intermediate;Mrz 81;108399;538.65;Amazon Digital Services,  Inc,;0.0;Fantasy
2014;Ugly Love;Colleen Hoover;en;Excellent;04. Mrz;107583;808.65;Random;0.0;Romance
1998;Chocolat;Joanne Harris;en;Intermediate;Mrz 95;84770;873680.0;Amazon Digital Services,  Inc,;1.0;Nonfiction
1977;The Amityville Horror;Jay Anson;en;Intermediate;Mrz 82;80959;1191260.0;Hachette;1.0;Horror
1992;The English Patient;Michael Ondaatje;en;Intermediate;Mrz 88;83741;663.67;Amazon Digital Services,  Inc,;1.0;Historical Fiction
2012;Gabriel's Rapture;Sylvain Reynard;en;Excellent;Apr 22;91213;530.67;Amazon Digital Services,  Inc,;0.0;Romance
2009;Let the Great World Spin;Colum McCann;en;Intermediate;Mrz 93;71515;394.68;Amazon Digital Services,  Inc,;0.0;Historical Fiction
2003;The Eternity Code;Eoin Colfer;en;Excellent;04. Apr;94437;394.68;Amazon Digital Services,  Inc,;0.0;Science Fiction
2001;Tell No One;Harlan Coben;en;Excellent;04. Nov;78070;394680.0;Amazon Digital Services,  Inc,;1.0;Thriller
1987;The Tommyknockers;Stephen King;en;Famous;Mrz 48;89262;790.68;Amazon Digital Services,  Inc,;1.0;Horror
2010;Hex Hall;Rachel Hawkins;en;Intermediate;Mrz 96;109881;526.68;Amazon Digital Services,  Inc,;0.0;Young Adult
2010;Steal Like an Artist;Austin Kleon;en;Intermediate;Mrz 86;93625;130680.0;Amazon Digital Services,  Inc,;0.0;Nonfiction
1999;Cryptonomicon;Neal Stephenson;en;Excellent;Apr 25;72683;327360.0;Random;0.0;Thriller
2013;Beautiful Bastard;Christina Lauren;en;Excellent;04. Mai;111668;394.68;Amazon Digital Services,  Inc,;0.0;Romance
2000;Prodigal Summer;Barbara Kingsolver;en;Intermediate;Mrz 98;78529;260690.0;Simon and Schuster Digital Sales Inc;0.0;Nonfiction
1996;We Were the Mulvaneys;Joyce Carol Oates;en;Intermediate;03. Jul;77251;1395.15;Hachette;1.0;Historical Fiction
1993;Understanding Comics: The Invisible Art;Scott McCloud;en;Intermediate;Mrz 98;77277;129690.0;Amazon Digital Services,  Inc,;0.0;Graphic Novel
2010;Beautiful Darkness;Kami Garcia, Margaret Stohl;en;Intermediate;Mrz 84;95447;260690.0;Harper;0.0;Young Adult
2011;The Psychopath Test;Jon Ronson;en;Intermediate;Mrz 91;44097;492.7;Macmillan;0.0;Nonfiction
2005;Vanishing Acts;Jodi Picoult;en;Intermediate;Mrz 68;79662;258.7;Random;0.0;Nonfiction
1995;Absolute Power;David Baldacci;en;Excellent;Apr 15;72481;1656.2;Macmillan;1.0;Thriller
2000;Hot Six;Janet Evanovich;en;Excellent;Apr 18;99329;514.71;Amazon Digital Services,  Inc,;0.0;Thriller
2012;The Time Keeper;Mitch Albom;en;Intermediate;Mrz 85;72277;127.71;Amazon Digital Services,  Inc,;0.0;Romance
2006;A Dirty Job;Christopher Moore;en;Excellent;04. Aug;78523;127710.0;Amazon Digital Services,  Inc,;1.0;Nonfiction
2003;Moneyball: The Art of Winning an Unfair Game;Michael   Lewis;en;Excellent;Apr 24;66406;127.71;Amazon Digital Services,  Inc,;1.0;Nonfiction
2003;The Amulet of Samarkand;Jonathan Stroud;en;Intermediate;Mrz 99;86062;127.71;Amazon Digital Services,  Inc,;0.0;Fantasy
2007;I Am America (And So Can You!);Stephen Colbert, Richard Dahm, Paul Dinello, Allison Silverman, Michael Brumm, Eric Drydale, Rob Dubbin, Glenn Eichler, Peter Grosz, Peter Gwinn, Jay Katsir, Laura Krafft, Frank Lesser, Tom Purcell;en;Intermediate;Mrz 91;71023;885760.0;Penguin;0.0;Satire
1981;The One Minute Manager;Kenneth H, Blanchard, Spencer Johnson;en;Intermediate;Mrz 85;70241;888320.0;Amazon Digital Services,  Inc,;0.0;Nonfiction
1958;Exodus;Leon Uris;en;Excellent;Apr 33;77258;1470720.0;Random;1.0;Historical Fiction
1994;Stones from the River;Ursula Hegi;en;Excellent;04. Jul;80056;787.2;Amazon Digital Services,  Inc,;0.0;Historical Fiction
1939;The Big Sleep;Raymond Chandler;en;Excellent;04. Apr;84489;126720.0;Amazon Digital Services,  Inc,;1.0;Memoir
1945;Cannery Row ;John Steinbeck;en;Excellent;04. Feb;81598;1153280.0;Harper;1.0;Historical Fiction
2011;Seriously,,,I'm Kidding;Ellen DeGeneres;en;Intermediate;Mrz 72;74358;843280.0;Hachette;0.0;Memoir
2000;The Miserable Mill;Lemony Snicket, Brett Helquist;en;Intermediate;Mrz 83;101325;1395730.0;Penguin;0.0;Children’s
2012;The Snow Child;Eowyn Ivey;en;Intermediate;Mrz 95;72328;125730.0;Amazon Digital Services,  Inc,;0.0;Historical Fiction
2013;Wait for You;J, Lynn, Jennifer L, Armentrout;en;Excellent;Apr 19;106236;506.73;Amazon Digital Services,  Inc,;0.0;Romance
2009;The Last Straw;Jeff Kinney;en;Excellent;04. Nov;82518;502.74;Amazon Digital Services,  Inc,;0.0;Children’s
1982;The Tao of Pooh;Benjamin Hoff, Ernest H, Shepard;en;Excellent;04. Jan;69975;1198.75;Harper;0.0;Philosophy
2012;Onyx;Jennifer L, Armentrout;en;Excellent;Apr 33;111448;1127.5;Random;0.0;Fantasy
2013;Unravel Me (Shatter Me, #2);Tahereh Mafi;en;Excellent;Apr 28;109183;122760.0;Amazon Digital Services,  Inc,;0.0;Young Adult
2003;The Birth of Venus;Sarah Dunant;en;Intermediate;Mrz 79;78129;370.76;Amazon Digital Services,  Inc,;0.0;Historical Fiction
2005;The Opal Deception;Eoin Colfer;en;Excellent;04. Apr;95638;121770.0;Amazon Digital Services,  Inc,;0.0;Thriller
2015;Det som inte dÃÂ¶dar oss;David Lagercrantz, Stieg Larsson, George Goulding;en;Intermediate;Mrz 73;53751;121770.0;Random;0.0;Young Adult
2016;The Girls;Emma Cline;en;Novice;Mrz 49;76761;974780.0;Random;0.0;Mystery
2003;The Goose Girl;Shannon Hale;en;Excellent;Apr 18;92952;120780.0;Simon and Schuster Digital Sales Inc;0.0;Horror
2001;Mystic River;Dennis Lehane;en;Excellent;Apr 19;86103;1096780.0;Random;1.0;Historical Fiction
2010;Warm Bodies;Isaac Marion;en;Intermediate;Mrz 93;66381;486780.0;Amazon Digital Services,  Inc,;1.0;Science Fiction
1966;The Moon is a Harsh Mistress;Robert A, Heinlein;en;Excellent;Apr 17;80366;930490.0;Penguin;0.0;Science Fiction
2010;The Forty Rules of Love;Elif Shafak;en;Excellent;Apr 17;35283;119790.0;Amazon Digital Services,  Inc,;0.0;Romance
1999;High Five;Janet Evanovich;en;Excellent;Apr 17;92737;671.55;Amazon Digital Services,  Inc,;0.0;Romance
2013;Joyland;Stephen King;en;Intermediate;03. Sep;75018;118.8;Amazon Digital Services,  Inc,;0.0;Horror
1933;Tender Is the Night;F, Scott Fitzgerald;en;Intermediate;Mrz 83;79008;118.8;Amazon Digital Services,  Inc,;1.0;Historical Fiction
1984;Cold Sassy Tree;Olive Ann Burns;en;Intermediate;Mrz 99;82281;950810.0;Random;1.0;Historical Fiction
1945;The Glass Menagerie;Tennessee Williams;en;Intermediate;Mrz 67;90032;117810.0;Amazon Digital Services,  Inc,;1.0;Fantasy
2011;L'amica geniale;Elena Ferrante, Ann Goldstein;en;Intermediate;Mrz 88;64637;912730.0;Random;1.0;Historical Fiction
2007;The 4-Hour Workweek: Escape 9-5, Live Anywhere, and Join the New Rich;Timothy Ferriss;en;Intermediate;Mrz 84;66129;355.81;Amazon Digital Services,  Inc,;0.0;Nonfiction
1996;The Monk Who Sold His Ferrari: A Fable About Fulfilling Your Dreams & Reaching Your Destiny;Robin S, Sharma;en;Intermediate;Mrz 77;52031;117.81;Amazon Digital Services,  Inc,;0.0;Nonfiction
2011;Rules of Civility;Amor Towles;en;Intermediate;Mrz 99;75541;712810.0;Penguin;0.0;Historical Fiction
1970;Ringworld;Larry Niven;en;Intermediate;Mrz 96;76925;117810.0;Amazon Digital Services,  Inc,;1.0;Fiction
2011;Between Shades of Gray;Ruta Sepetys;en;Excellent;Apr 36;87718;236810.0;Amazon Digital Services,  Inc,;1.0;Historical Fiction
1996;Frindle;Andrew Clements, Brian Selznick;en;Intermediate;Mrz 79;83351;712810.0;Macmillan;0.0;Children’s
2009;Dog Days;Jeff Kinney;en;Excellent;Apr 14;78592;474.81;Amazon Digital Services,  Inc,;0.0;Children’s
2012;The Round House;Louise Erdrich;en;Intermediate;Mrz 91;67928;355.81;Amazon Digital Services,  Inc,;0.0;Historical Fiction
1973;A Wind in the Door;Madeleine L'Engle;en;Excellent;04. Jul;87277;355.81;Amazon Digital Services,  Inc,;0.0;Fantasy
2012;Free Four: Tobias Tells the Divergent Story;Veronica Roth;en;Excellent;Apr 18;81621;1188810.0;Hachette;0.0;Dystopian
2015;A Little Life;Hanya Yanagihara;en;Excellent;Apr 27;66782;355810.0;Amazon Digital Services,  Inc,;0.0;Historical Fiction
2003;Y: The Last Man, Vol, 1: Unmanned;Brian K, Vaughan, Pia Guerra, JosÃÂ© MarzÃÂ¡n Jr,;en;Excellent;04. Dez;81326;117.81;Amazon Digital Services,  Inc,;1.0;Graphic Novel
2011;The Alloy of Law;Brandon Sanderson;en;Excellent;04. Feb;72185;593.81;Amazon Digital Services,  Inc,;0.0;Fantasy
2011;Dead Reckoning;Charlaine Harris;en;Intermediate;Mrz 77;87066;117810.0;Amazon Digital Services,  Inc,;0.0;Thriller
1985;The Accidental Tourist;Anne Tyler, Jennifer Bassett;en;Intermediate;03. Sep;80075;784210.0;Amazon Digital Services,  Inc,;1.0;Historical Fiction
2012;Aristotle and Dante Discover the Secrets of the Universe;Benjamin Alire SÃÂ¡enz;en;Excellent;Apr 34;108884;1082.9;Amazon Digital Services,  Inc,;1.0;Young Adult
1985;Hard-Boiled Wonderland;Haruki Murakami, Alfred Birnbaum;en;Excellent;Apr 15;147890;117810.0;Amazon Digital Services,  Inc,;0.0;Nonfiction
