Publishing_Year,Book_Name,Author,Language_Code,Author_Rating,Book_Average_Rating,Book_Ratings_Count,Genre,Gross_Sales,Publisher_Revenue,Sale_Price,Sale_Rank,Publisher,Units_Sold
2020,Nicht Bestseller Buch 417,Autor 136,EN,2.49,1.87,4,Science Fiction,1837,11458.62,16.06,925554,Selbstverlag,1837
2022,Nicht Bestseller Buch 418,Autor 52,FR,3.42,2.62,14,Sachbuch,1442,19040.07,8.8,535435,Verlag A,1442
2006,Nicht Bestseller Buch 419,Autor 9,DE,2.37,2.12,4,Roman,743,10530.15,19.02,484386,Selbstverlag,743
2021,Nicht Bestseller Buch 420,Autor 172,FR,2.58,3.07,12,Roman,1325,7156.1,11.63,664766,Verlag A,1325
2010,Nicht Bestseller Buch 421,Autor 168,DE,2.96,2.79,13,Thriller,458,6259.34,21.03,544868,Verlag C,458
2017,Nicht Bestseller Buch 422,Autor 169,DE,3.47,2.78,7,Science Fiction,905,7024.7,7.81,973496,Verlag C,905
2004,Nicht Bestseller Buch 423,Autor 88,DE,2.85,3.29,0,Science Fiction,495,3300.39,19.03,822045,Verlag A,495
2009,Nicht Bestseller Buch 424,Autor 83,EN,2.31,3.34,1,Thriller,1015,12625.75,5.71,489484,Verlag B,1015
2017,Nicht Bestseller Buch 425,Autor 78,ES,3.12,2.87,1,Science Fiction,954,8224.7,9.07,529288,Verlag B,954
2022,Nicht Bestseller Buch 426,Autor 13,EN,3.2,3.4,7,Science Fiction,401,4197.62,22.51,407223,Verlag B,401
2002,Nicht Bestseller Buch 427,Autor 143,FR,2.28,1.75,2,Fantasy,929,9166.55,23.25,888379,Verlag B,929
2006,Nicht Bestseller Buch 428,Autor 125,DE,2.8,2.29,5,Biografie,1501,11984.09,5.07,925754,Selbstverlag,1501
2007,Nicht Bestseller Buch 429,Autor 43,DE,2.35,2.32,14,Fantasy,1406,11519.66,19.12,640124,Verlag C,1406
2008,Nicht Bestseller Buch 430,Autor 61,ES,3.45,2.53,9,Sachbuch,1643,14055.69,8.92,737183,Verlag C,1643
2000,Nicht Bestseller Buch 431,Autor 176,ES,3.12,3.12,5,Fantasy,628,8867.35,8.26,783613,Verlag C,628
2023,Nicht Bestseller Buch 432,Autor 184,FR,2.46,1.58,8,Biografie,111,1202.96,23.44,622529,Verlag C,111
2000,Nicht Bestseller Buch 433,Autor 95,DE,2.9,2.94,13,Biografie,702,7435.06,24.08,894467,Verlag C,702
2013,Nicht Bestseller Buch 434,Autor 82,FR,3.48,1.7,8,Sachbuch,1010,12040.94,19.22,587445,Selbstverlag,1010
2005,Nicht Bestseller Buch 435,Autor 152,DE,3.09,1.63,13,Thriller,676,9934.87,7.15,752805,Selbstverlag,676
2018,Nicht Bestseller Buch 436,Autor 9,FR,2.96,1.87,14,Thriller,1637,23323.65,19.21,778024,Verlag B,1637
2016,Nicht Bestseller Buch 437,Autor 129,EN,3.09,1.64,10,Biografie,885,10326.19,24.26,765881,Verlag C,885
2008,Nicht Bestseller Buch 438,Autor 165,FR,2.05,2.21,3,Fantasy,1931,11713.63,12.26,413040,Verlag A,1931
2018,Nicht Bestseller Buch 439,Autor 155,EN,3.35,2.35,14,Biografie,335,2269.19,21.44,306248,Verlag C,335
2014,Nicht Bestseller Buch 440,Autor 21,ES,3.12,1.79,7,Biografie,1140,16835.99,9.54,994481,Verlag A,1140
2014,Nicht Bestseller Buch 441,Autor 157,DE,2.26,2.79,9,Roman,484,3030.07,11.87,419346,Verlag C,484
2024,Nicht Bestseller Buch 442,Autor 90,ES,2.66,3.46,6,Science Fiction,1474,17701.04,11.95,308311,Selbstverlag,1474
2009,Nicht Bestseller Buch 443,Autor 138,EN,2.77,1.69,0,Sachbuch,758,7922.93,12.58,441285,Verlag C,758
2015,Nicht Bestseller Buch 444,Autor 199,EN,2.61,3.24,7,Thriller,192,1207.56,23.75,972894,Verlag C,192
2012,Nicht Bestseller Buch 445,Autor 39,DE,2.76,2.18,2,Science Fiction,1624,21129.46,21.51,446236,Verlag A,1624
2022,Nicht Bestseller Buch 446,Autor 60,DE,3.44,2.66,1,Roman,1026,12040.18,16.38,693714,Selbstverlag,1026
2016,Nicht Bestseller Buch 447,Autor 47,ES,2.52,3.49,2,Biografie,1014,10707.85,23.82,524131,Verlag A,1014
2016,Nicht Bestseller Buch 448,Autor 190,ES,2.58,2.49,1,Thriller,295,3401.96,23.76,841099,Verlag B,295
2003,Nicht Bestseller Buch 449,Autor 174,ES,3.04,1.75,8,Fantasy,348,4203.97,9.9,419495,Verlag B,348
2005,Nicht Bestseller Buch 450,Autor 122,ES,2.9,3.02,14,Fantasy,1076,15865.26,12.82,635969,Selbstverlag,1076
2019,Nicht Bestseller Buch 451,Autor 65,EN,2.33,2.48,8,Sachbuch,959,12304.93,20.47,601410,Verlag B,959
2012,Nicht Bestseller Buch 452,Autor 172,EN,2.46,2.69,13,Thriller,968,14362.4,16.78,330511,Verlag B,968
2007,Nicht Bestseller Buch 453,Autor 99,DE,2.8,2.07,0,Roman,198,2943.18,17.94,634433,Verlag B,198
2004,Nicht Bestseller Buch 454,Autor 130,EN,2.49,3.25,2,Fantasy,1540,19821.0,6.34,439694,Verlag B,1540
2008,Nicht Bestseller Buch 455,Autor 2,ES,2.34,3.34,10,Sachbuch,1438,18256.49,17.71,922018,Selbstverlag,1438
2008,Nicht Bestseller Buch 456,Autor 184,ES,2.92,3.4,13,Biografie,1977,15648.29,8.05,974678,Selbstverlag,1977
2014,Nicht Bestseller Buch 457,Autor 165,FR,3.15,3.38,8,Science Fiction,1057,6106.68,19.48,945163,Selbstverlag,1057
2001,Nicht Bestseller Buch 458,Autor 158,ES,3.18,2.38,7,Biografie,232,1380.53,19.53,374791,Selbstverlag,232
2017,Nicht Bestseller Buch 459,Autor 58,ES,2.67,2.86,11,Sachbuch,1829,13981.04,14.63,938084,Verlag C,1829
2000,Nicht Bestseller Buch 460,Autor 59,EN,3.36,2.76,2,Thriller,1329,9163.77,15.79,450492,Verlag C,1329
2005,Nicht Bestseller Buch 461,Autor 29,FR,3.06,2.44,1,Sachbuch,1006,5537.93,20.2,857206,Verlag A,1006
2007,Nicht Bestseller Buch 462,Autor 170,EN,2.98,2.38,15,Biografie,728,4358.99,17.62,714938,Verlag B,728
2024,Nicht Bestseller Buch 463,Autor 178,EN,3.2,2.88,11,Sachbuch,1100,9219.75,15.91,887471,Verlag C,1100
2006,Nicht Bestseller Buch 464,Autor 76,EN,2.27,1.82,4,Science Fiction,1336,15082.08,11.93,738644,Verlag C,1336
2024,Nicht Bestseller Buch 465,Autor 2,FR,3.26,2.02,12,Fantasy,148,1252.86,13.46,393574,Selbstverlag,148
2016,Nicht Bestseller Buch 466,Autor 199,FR,2.02,3.22,1,Sachbuch,1548,18991.98,15.88,510810,Selbstverlag,1548
2006,Nicht Bestseller Buch 467,Autor 135,ES,2.26,2.14,15,Fantasy,983,12805.94,8.85,355408,Verlag B,983
2010,Nicht Bestseller Buch 468,Autor 168,EN,2.76,2.73,13,Science Fiction,990,12530.96,15.54,531945,Verlag A,990
2002,Nicht Bestseller Buch 469,Autor 139,FR,2.41,2.38,8,Roman,1196,13260.39,7.34,984643,Verlag B,1196
2008,Nicht Bestseller Buch 470,Autor 45,FR,2.85,1.86,11,Biografie,1638,23254.79,9.06,520139,Verlag B,1638
2001,Nicht Bestseller Buch 471,Autor 170,DE,2.17,3.41,4,Thriller,1615,17911.35,19.4,418582,Verlag C,1615
2010,Nicht Bestseller Buch 472,Autor 190,ES,2.75,1.53,3,Roman,1128,11408.14,15.69,577640,Selbstverlag,1128
2008,Nicht Bestseller Buch 473,Autor 164,EN,3.12,2.64,2,Roman,535,5387.64,19.31,301412,Verlag B,535
2009,Nicht Bestseller Buch 474,Autor 121,DE,3.25,1.71,0,Thriller,1958,26081.52,13.68,763903,Verlag B,1958
2011,Nicht Bestseller Buch 475,Autor 30,ES,2.16,3.32,9,Thriller,1102,14333.84,14.41,725070,Verlag B,1102
2006,Nicht Bestseller Buch 476,Autor 147,ES,2.73,2.49,15,Science Fiction,1115,7771.29,11.12,744677,Selbstverlag,1115
2019,Nicht Bestseller Buch 477,Autor 167,EN,2.19,1.93,14,Science Fiction,1073,11513.21,7.42,440370,Selbstverlag,1073
2003,Nicht Bestseller Buch 478,Autor 173,FR,2.3,2.09,10,Sachbuch,1144,13377.14,6.82,678595,Verlag C,1144
2002,Nicht Bestseller Buch 479,Autor 43,FR,2.38,2.85,6,Roman,819,6442.04,21.17,575716,Verlag B,819
2013,Nicht Bestseller Buch 480,Autor 136,FR,3.35,2.47,11,Biografie,850,7459.83,8.88,894696,Verlag A,850
2001,Nicht Bestseller Buch 481,Autor 140,FR,2.3,2.39,4,Roman,982,10036.42,17.57,769116,Verlag B,982
2013,Nicht Bestseller Buch 482,Autor 83,ES,3.48,2.68,5,Sachbuch,1867,27024.09,11.42,461813,Verlag A,1867
2017,Nicht Bestseller Buch 483,Autor 195,DE,2.06,1.7,15,Fantasy,594,7315.95,12.91,418422,Selbstverlag,594
2014,Nicht Bestseller Buch 484,Autor 133,EN,2.3,3.38,10,Fantasy,1561,13289.36,9.41,733474,Verlag C,1561
2006,Nicht Bestseller Buch 485,Autor 32,EN,2.93,2.0,14,Roman,1089,14745.36,23.25,850954,Selbstverlag,1089
2023,Nicht Bestseller Buch 486,Autor 184,DE,3.24,3.17,8,Biografie,1955,16776.69,12.84,353947,Verlag A,1955
2014,Nicht Bestseller Buch 487,Autor 151,EN,2.2,1.9,1,Biografie,675,6579.25,13.34,896025,Verlag A,675
2003,Nicht Bestseller Buch 488,Autor 125,EN,2.44,2.27,7,Roman,1252,13008.93,10.93,766163,Verlag C,1252
2018,Nicht Bestseller Buch 489,Autor 3,FR,2.3,2.56,6,Biografie,1023,6944.82,8.3,920492,Verlag C,1023
2023,Nicht Bestseller Buch 490,Autor 92,FR,3.17,1.85,5,Biografie,1019,8202.45,8.84,819601,Verlag C,1019
2004,Nicht Bestseller Buch 491,Autor 185,EN,3.23,2.79,12,Biografie,1274,10308.04,6.76,766767,Verlag B,1274
2008,Nicht Bestseller Buch 492,Autor 74,EN,3.34,2.35,5,Biografie,325,2795.15,11.37,882712,Verlag A,325
2013,Nicht Bestseller Buch 493,Autor 174,ES,3.38,2.74,9,Roman,1128,9233.28,8.78,919816,Verlag B,1128
2022,Nicht Bestseller Buch 494,Autor 70,ES,2.88,1.67,15,Fantasy,545,6973.96,24.38,815927,Selbstverlag,545
2017,Nicht Bestseller Buch 495,Autor 179,DE,2.87,1.73,14,Biografie,614,6672.03,21.91,388162,Verlag A,614
2017,Nicht Bestseller Buch 496,Autor 159,DE,2.53,3.39,2,Sachbuch,136,1754.63,12.67,955926,Verlag C,136
2015,Nicht Bestseller Buch 497,Autor 104,DE,3.44,2.78,10,Fantasy,486,3839.12,22.92,952796,Selbstverlag,486
2007,Nicht Bestseller Buch 498,Autor 145,FR,2.74,3.1,8,Fantasy,272,3066.0,6.47,383378,Verlag B,272
2002,Nicht Bestseller Buch 499,Autor 15,EN,2.42,2.64,9,Science Fiction,1873,18389.6,12.57,396222,Verlag C,1873
2003,Nicht Bestseller Buch 500,Autor 197,ES,2.57,1.76,7,Biografie,1556,21546.61,23.59,887486,Selbstverlag,1556
